UniProtKB:P01160	Natriuretic peptides A		GO:0043508		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR14066	protein		PMID:22399583	20190909
UniProtKB:Q6PFW1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1		GO:0000828		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:2142810|PANTHER:PTN000297581|UniProtKB:O43314|UniProtKB:Q6PFW1	PANTHER:PTHR12750	protein		PMID:21873635	20170228
UniProtKB:Q6PFW1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1		GO:0000829		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000297581|SGD:S000004402	PANTHER:PTHR12750	protein		PMID:21873635	20170228
UniProtKB:Q6PFW1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1		GO:0033857		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:2142810|PANTHER:PTN000297581|PomBase:SPCC1672.06c|UniProtKB:O43314|UniProtKB:Q6PFW1	PANTHER:PTHR12750	protein		PMID:21873635	20170228
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004672		MGI	NCBITaxon:9606	IGI	UniProtKB:P50749	PANTHER:PTHR24361	protein		PMID:19962960	20150701
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24361	protein		PMID:11278283	20111230
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		MGI	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:11805089	20060707
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24361	protein		PMID:15109305	20111228
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24361	protein		PMID:15688006	20111228
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:16751106	20061123
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24361	protein		PMID:16930133	20111228
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:18328708	20110901
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:18986304	20110901
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:19525978	20110901
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:21212262	20110904
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:21512132	20110901
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:8566796	20040616
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24361	protein		PMID:9545236	20111230
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0043539		BHF-UCL	NCBITaxon:9606	TAS		PANTHER:PTHR24361	protein		PMID:20412773	20131219
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0071902		GOC	NCBITaxon:9606	IEA	GO:0043539	PANTHER:PTHR24361	protein		GO_REF:0000108	20190914
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0023083|FB:FBgn0025743|FB:FBgn0031030|FB:FBgn0035001|FB:FBgn0261456|FB:FBgn0267698|MGI:MGI:1344404|MGI:MGI:1346882|MGI:MGI:1349394|MGI:MGI:1355329|MGI:MGI:1858416|MGI:MGI:1917378|MGI:MGI:1920334|PANTHER:PTN000684825|PomBase:SPBC1604.14c|PomBase:SPBC21.06c|RGD:3250|RGD:3251|RGD:621643|RGD:708455|RGD:727905|SGD:S000005242|TAIR:locus:2035989|TAIR:locus:2045658|TAIR:locus:2080394|TAIR:locus:2116417|TAIR:locus:2133559|TAIR:locus:2174969|TAIR:locus:2205523|TAIR:locus:2206885|UniProtKB:A0A0B4KGS4|UniProtKB:C0H4N8|UniProtKB:O94804|UniProtKB:O95747|UniProtKB:O95819|UniProtKB:O96013|UniProtKB:Q02750|UniProtKB:Q12851|UniProtKB:Q13043|UniProtKB:Q13153|UniProtKB:Q13177|UniProtKB:Q13188|UniProtKB:Q13233|UniProtKB:Q8IVH8|UniProtKB:Q8N4C8|UniProtKB:Q92918|UniProtKB:Q99558|UniProtKB:Q9H2G2|UniProtKB:Q9H2K8|UniProtKB:Q9UEW8|UniProtKB:Q9UKE5|UniProtKB:Q9UL54|UniProtKB:Q9Y4K4|UniProtKB:Q9Y6E0|WB:WBGene00013355|WB:WBGene00017472|dictyBase:DDB_G0276459|dictyBase:DDB_G0286359	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q13043	Serine/threonine-protein kinase 4		GO:0032147		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1919399|PANTHER:PTN000684825|RGD:727905|UniProtKB:Q7RTN6|UniProtKB:Q9C0K7	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q6ZS72	Uncharacterized protein PEAK3		GO:0004672		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0029891|PANTHER:PTN000540563|UniProtKB:Q9BXM7	PANTHER:PTHR22972	protein		PMID:21873635	20170228
UniProtKB:Q13009	T-lymphoma invasion and metastasis-inducing protein 1		GO:0043507		Ensembl	NCBITaxon:9606	IEA	UniProtKB:D3ZWV8|ensembl:ENSRNOP00000044001	PANTHER:PTHR46001	protein		GO_REF:0000107	20190816
UniProtKB:Q08345	Epithelial discoidin domain-containing receptor 1		GO:0038062		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24416	protein		PMID:21044884	20120214
UniProtKB:Q08345	Epithelial discoidin domain-containing receptor 1		GO:0038062		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24416	protein		PMID:9659899	20120120
UniProtKB:Q08345	Epithelial discoidin domain-containing receptor 1		GO:0004714		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003733|FB:FBgn0040505|FB:FBgn0283499|MGI:MGI:109378|MGI:MGI:1339758|MGI:MGI:1345277|MGI:MGI:95276|MGI:MGI:95294|MGI:MGI:95522|MGI:MGI:95524|MGI:MGI:95558|MGI:MGI:95561|MGI:MGI:96677|MGI:MGI:96683|MGI:MGI:96969|MGI:MGI:97384|MGI:MGI:97530|MGI:MGI:97902|MGI:MGI:98277|MGI:MGI:99611|MGI:MGI:99612|MGI:MGI:99654|PANTHER:PTN002356460|RGD:2543|RGD:2611|RGD:2621|RGD:2869|RGD:2917|RGD:2965|RGD:3082|RGD:3213|RGD:3214|RGD:3284|RGD:3285|RGD:620144|RGD:620714|RGD:620831|RGD:621737|UniProtKB:P00533|UniProtKB:P04626|UniProtKB:P04629|UniProtKB:P06213|UniProtKB:P07333|UniProtKB:P07949|UniProtKB:P08069|UniProtKB:P09619|UniProtKB:P10721|UniProtKB:P11362|UniProtKB:P14616|UniProtKB:P16234|UniProtKB:P17948|UniProtKB:P21709|UniProtKB:P21802|UniProtKB:P22455|UniProtKB:P22607|UniProtKB:P29317|UniProtKB:P29320|UniProtKB:P35916|UniProtKB:P35968|UniProtKB:P54753|UniProtKB:P54760|UniProtKB:P54762|UniProtKB:Q08345|UniProtKB:Q15303|UniProtKB:Q16620|UniProtKB:Q16832|UniProtKB:Q5JZY3|UniProtKB:Q91987|UniProtKB:Q9UM73|WB:WBGene00000289|WB:WBGene00006868|WB:WBGene00020504|ZFIN:ZDB-GENE-980526-255	PANTHER:PTHR24416	protein		PMID:21873635	20180820
UniProtKB:Q08345	Epithelial discoidin domain-containing receptor 1		GO:0038062		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1345277|PANTHER:PTN002400507|UniProtKB:Q08345|UniProtKB:Q16832	PANTHER:PTHR24416	protein		PMID:21873635	20170830
UniProtKB:Q9NVF9	Ethanolamine kinase 2		GO:0004305		UniProt	NCBITaxon:9606	IEA	EC:2.7.1.82	PANTHER:PTHR22603	protein		GO_REF:0000003	20190914
UniProtKB:Q9NVE7	Pantothenate kinase 4	not	GO:0004594		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR12280	protein		PMID:30927326	20190913
UniProtKB:Q9NVE7	Pantothenate kinase 4		GO:0004594		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1921700|MGI:MGI:1922985|MGI:MGI:2387464|PANTHER:PTN000957942|SGD:S000002939|TAIR:locus:2195638|UniProtKB:Q8L5Y9|UniProtKB:Q9H999	PANTHER:PTHR12280	protein		PMID:21873635	20190508
UniProtKB:P02649	Apolipoprotein E		GO:0043407		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR18976	protein		PMID:9685360	20080212
UniProtKB:P60709	Actin, cytoplasmic 1		GO:0000079	"{""relationship"": {""relation"": [{""id"": ""RO:0002092"", ""label"": ""happens during""}], ""id"": ""GO:0031532"", ""label"": ""actin cytoskeleton reorganization""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:Q00535"", ""label"": ""UniProtKB:Q00535""}}"	ARUK-UCL	NCBITaxon:9606	ISS	UniProtKB:P60711	PANTHER:PTHR11937	protein		GO_REF:0000024	20180514
UniProtKB:Q9BVS4	Serine/threonine-protein kinase RIO2		GO:0004674		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0723	PANTHER:PTHR45852	protein		GO_REF:0000037	20190914
UniProtKB:Q9BVS4	Serine/threonine-protein kinase RIO2		GO:0004672		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001634686|SGD:S000005151	PANTHER:PTHR45852	protein		PMID:21873635	20170609
UniProtKB:P14373	Zinc finger protein RFP		GO:0006469		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24103	protein		PMID:22128329	20120220
UniProtKB:Q96SZ6	CDK5 regulatory subunit-associated protein 1		GO:0045736		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR43020	protein		PMID:11882646	20030729
UniProtKB:Q96SZ6	CDK5 regulatory subunit-associated protein 1		GO:0045736	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000015"", ""label"": ""has_regulation_target""}], ""id"": ""UniProtKB:Q00535"", ""label"": ""UniProtKB:Q00535""}}"	ARUK-UCL	NCBITaxon:9606	TAS		PANTHER:PTHR43020	protein		PMID:17491008	20171030
UniProtKB:Q96SZ6	CDK5 regulatory subunit-associated protein 1		GO:0045736		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000228777|UniProtKB:Q96SZ6	PANTHER:PTHR43020	protein		PMID:21873635	20170427
UniProtKB:Q9P286	Serine/threonine-protein kinase PAK 5		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0023083|FB:FBgn0025743|FB:FBgn0031030|FB:FBgn0035001|FB:FBgn0261456|FB:FBgn0267698|MGI:MGI:1344404|MGI:MGI:1346882|MGI:MGI:1349394|MGI:MGI:1355329|MGI:MGI:1858416|MGI:MGI:1917378|MGI:MGI:1920334|PANTHER:PTN000684825|PomBase:SPBC1604.14c|PomBase:SPBC21.06c|RGD:3250|RGD:3251|RGD:621643|RGD:708455|RGD:727905|SGD:S000005242|TAIR:locus:2035989|TAIR:locus:2045658|TAIR:locus:2080394|TAIR:locus:2116417|TAIR:locus:2133559|TAIR:locus:2174969|TAIR:locus:2205523|TAIR:locus:2206885|UniProtKB:A0A0B4KGS4|UniProtKB:C0H4N8|UniProtKB:O94804|UniProtKB:O95747|UniProtKB:O95819|UniProtKB:O96013|UniProtKB:Q02750|UniProtKB:Q12851|UniProtKB:Q13043|UniProtKB:Q13153|UniProtKB:Q13177|UniProtKB:Q13188|UniProtKB:Q13233|UniProtKB:Q8IVH8|UniProtKB:Q8N4C8|UniProtKB:Q92918|UniProtKB:Q99558|UniProtKB:Q9H2G2|UniProtKB:Q9H2K8|UniProtKB:Q9UEW8|UniProtKB:Q9UKE5|UniProtKB:Q9UL54|UniProtKB:Q9Y4K4|UniProtKB:Q9Y6E0|WB:WBGene00013355|WB:WBGene00017472|dictyBase:DDB_G0276459|dictyBase:DDB_G0286359	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q9P286	Serine/threonine-protein kinase PAK 5		GO:0032147		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1919399|PANTHER:PTN000684825|RGD:727905|UniProtKB:Q7RTN6|UniProtKB:Q9C0K7	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q9NYA1	Sphingosine kinase 1		GO:0003951		InterPro	NCBITaxon:9606	IEA	InterPro:IPR017438	PANTHER:PTHR12358	protein		GO_REF:0000002	20190907
UniProtKB:Q9NYA1	Sphingosine kinase 1		GO:0008481		MGI	NCBITaxon:9606	IDA		PANTHER:PTHR12358	protein		PMID:12393916	20030121
UniProtKB:Q9NYA1	Sphingosine kinase 1		GO:0008481		MGI	NCBITaxon:9606	IDA		PANTHER:PTHR12358	protein		PMID:15623571	20060112
UniProtKB:Q9NYA1	Sphingosine kinase 1		GO:0008481		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12358	protein		PMID:24929359	20190221
UniProtKB:Q9NYA1	Sphingosine kinase 1		GO:0008481		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12358	protein		PMID:25417698	20190222
UniProtKB:Q9NYA1	Sphingosine kinase 1		GO:0017050		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12358	protein		PMID:10863092	20030813
UniProtKB:Q9NYA1	Sphingosine kinase 1		GO:0017050		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12358	protein		PMID:11923095	20190322
UniProtKB:Q9NYA1	Sphingosine kinase 1		GO:0017050		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12358	protein		PMID:20577214	20100702
UniProtKB:Q9NYA1	Sphingosine kinase 1		GO:0017050		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12358	protein		Reactome:R-HSA-5218845	20131219
UniProtKB:Q96T60	Bifunctional polynucleotide phosphatase/kinase		GO:0046404		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12083	protein		PMID:10446193	20050308
UniProtKB:Q96T60	Bifunctional polynucleotide phosphatase/kinase		GO:0050145		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12083	protein		PMID:10446192	20031216
UniProtKB:Q96T60	Bifunctional polynucleotide phosphatase/kinase		GO:0050145		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR12083	protein		PMID:10446193	20050308
UniProtKB:Q96T60	Bifunctional polynucleotide phosphatase/kinase		GO:0046404		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000249876|PomBase:SPAC23C11.04c|UniProtKB:Q96T60	PANTHER:PTHR12083	protein		PMID:21873635	20170228
UniProtKB:Q96T60	Bifunctional polynucleotide phosphatase/kinase		GO:0050145		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000249876|UniProtKB:Q96T60	PANTHER:PTHR12083	protein		PMID:21873635	20170228
UniProtKB:Q5T686	Arginine vasopressin-induced protein 1		GO:0000187		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1916784|PANTHER:PTN002682860	PANTHER:PTHR14350	protein		PMID:21873635	20190321
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0004713		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24416	protein		PMID:1653029	20111007
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0005019		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24416	protein		PMID:1314164	20111007
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0005019		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR24416	protein		PMID:2536956	20080429
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0005019		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24416	protein		PMID:2554309	20111004
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0005019		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24416	protein		PMID:26599395	20160121
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0005019		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24416	protein		PMID:2850496	20111006
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0043406		UniProt	NCBITaxon:9606	ISS	UniProtKB:P05622	PANTHER:PTHR24416	protein		GO_REF:0000024	20110408
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0043552		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24416	protein		PMID:1314164	20111007
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0005017		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002814407|RGD:3285|UniProtKB:P09619	PANTHER:PTHR24416	protein		PMID:21873635	20181016
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0005019		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002814407|UniProtKB:P09619	PANTHER:PTHR24416	protein		PMID:21873635	20181016
UniProtKB:P09619	Platelet-derived growth factor receptor beta		GO:0004714		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003733|FB:FBgn0040505|FB:FBgn0283499|MGI:MGI:109378|MGI:MGI:1339758|MGI:MGI:1345277|MGI:MGI:95276|MGI:MGI:95294|MGI:MGI:95522|MGI:MGI:95524|MGI:MGI:95558|MGI:MGI:95561|MGI:MGI:96677|MGI:MGI:96683|MGI:MGI:96969|MGI:MGI:97384|MGI:MGI:97530|MGI:MGI:97902|MGI:MGI:98277|MGI:MGI:99611|MGI:MGI:99612|MGI:MGI:99654|PANTHER:PTN002356460|RGD:2543|RGD:2611|RGD:2621|RGD:2869|RGD:2917|RGD:2965|RGD:3082|RGD:3213|RGD:3214|RGD:3284|RGD:3285|RGD:620144|RGD:620714|RGD:620831|RGD:621737|UniProtKB:P00533|UniProtKB:P04626|UniProtKB:P04629|UniProtKB:P06213|UniProtKB:P07333|UniProtKB:P07949|UniProtKB:P08069|UniProtKB:P09619|UniProtKB:P10721|UniProtKB:P11362|UniProtKB:P14616|UniProtKB:P16234|UniProtKB:P17948|UniProtKB:P21709|UniProtKB:P21802|UniProtKB:P22455|UniProtKB:P22607|UniProtKB:P29317|UniProtKB:P29320|UniProtKB:P35916|UniProtKB:P35968|UniProtKB:P54753|UniProtKB:P54760|UniProtKB:P54762|UniProtKB:Q08345|UniProtKB:Q15303|UniProtKB:Q16620|UniProtKB:Q16832|UniProtKB:Q5JZY3|UniProtKB:Q91987|UniProtKB:Q9UM73|WB:WBGene00000289|WB:WBGene00006868|WB:WBGene00020504|ZFIN:ZDB-GENE-980526-255	PANTHER:PTHR24416	protein		PMID:21873635	20180820
UniProtKB:Q03014	Hematopoietically-expressed homeobox protein HHEX		GO:0045736		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR24324	protein		PMID:12554669	20131107
UniProtKB:P25098	Beta-adrenergic receptor kinase 1		GO:0004672		BHF-UCL	NCBITaxon:9606	ISS	UniProtKB:P21146	PANTHER:PTHR24355	protein		GO_REF:0000024	20080208
UniProtKB:P25098	Beta-adrenergic receptor kinase 1		GO:0004703		BHF-UCL	NCBITaxon:9606	ISS	UniProtKB:P21146	PANTHER:PTHR24355	protein		GO_REF:0000024	20080206
UniProtKB:P25098	Beta-adrenergic receptor kinase 1		GO:0047696		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24355	protein		Reactome:R-HSA-8851797	20170821
UniProtKB:P09603	Macrophage colony-stimulating factor 1		GO:0045860		BHF-UCL	NCBITaxon:9606	ISS	UniProtKB:P07141	PANTHER:PTHR10058	protein		PMID:18566389	20090112
UniProtKB:Q7RTN6	STE20-related kinase adapter protein alpha		GO:0030295		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:19892943	20110707
UniProtKB:Q7RTN6	STE20-related kinase adapter protein alpha		GO:0032147		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:12805220	20061107
UniProtKB:Q7RTN6	STE20-related kinase adapter protein alpha		GO:0043539		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:19892943	20141103
UniProtKB:Q7RTN6	STE20-related kinase adapter protein alpha		GO:0071902		GOC	NCBITaxon:9606	IEA	GO:0043539	PANTHER:PTHR24361	protein		GO_REF:0000108	20190914
UniProtKB:Q7RTN6	STE20-related kinase adapter protein alpha	not	GO:0004672		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:12805220	20061107
UniProtKB:Q7RTN6	STE20-related kinase adapter protein alpha		GO:0032147		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1919399|PANTHER:PTN000684825|RGD:727905|UniProtKB:Q7RTN6|UniProtKB:Q9C0K7	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q7RTN6	STE20-related kinase adapter protein alpha		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0023083|FB:FBgn0025743|FB:FBgn0031030|FB:FBgn0035001|FB:FBgn0261456|FB:FBgn0267698|MGI:MGI:1344404|MGI:MGI:1346882|MGI:MGI:1349394|MGI:MGI:1355329|MGI:MGI:1858416|MGI:MGI:1917378|MGI:MGI:1920334|PANTHER:PTN000684825|PomBase:SPBC1604.14c|PomBase:SPBC21.06c|RGD:3250|RGD:3251|RGD:621643|RGD:708455|RGD:727905|SGD:S000005242|TAIR:locus:2035989|TAIR:locus:2045658|TAIR:locus:2080394|TAIR:locus:2116417|TAIR:locus:2133559|TAIR:locus:2174969|TAIR:locus:2205523|TAIR:locus:2206885|UniProtKB:A0A0B4KGS4|UniProtKB:C0H4N8|UniProtKB:O94804|UniProtKB:O95747|UniProtKB:O95819|UniProtKB:O96013|UniProtKB:Q02750|UniProtKB:Q12851|UniProtKB:Q13043|UniProtKB:Q13153|UniProtKB:Q13177|UniProtKB:Q13188|UniProtKB:Q13233|UniProtKB:Q8IVH8|UniProtKB:Q8N4C8|UniProtKB:Q92918|UniProtKB:Q99558|UniProtKB:Q9H2G2|UniProtKB:Q9H2K8|UniProtKB:Q9UEW8|UniProtKB:Q9UKE5|UniProtKB:Q9UL54|UniProtKB:Q9Y4K4|UniProtKB:Q9Y6E0|WB:WBGene00013355|WB:WBGene00017472|dictyBase:DDB_G0276459|dictyBase:DDB_G0286359	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:O14965	Aurora kinase A		GO:0004672		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24350	protein		PMID:14580337	20100219
UniProtKB:O14965	Aurora kinase A		GO:0004672		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR24350	protein		PMID:19801554	20100202
UniProtKB:O14965	Aurora kinase A		GO:0004672		MGI	NCBITaxon:9606	IDA		PANTHER:PTHR24350	protein		PMID:21600873	20130920
UniProtKB:O14965	Aurora kinase A		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24350	protein		PMID:13678582	20121112
UniProtKB:O14965	Aurora kinase A		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24350	protein		PMID:18566290	20151017
UniProtKB:O14965	Aurora kinase A		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24350	protein		PMID:21807936	20160205
UniProtKB:O14965	Aurora kinase A		GO:0004674		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR24350	protein		PMID:28218735	20190911
UniProtKB:O14965	Aurora kinase A		GO:0004674		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24350	protein		Reactome:R-HSA-8853419	20160219
UniProtKB:O14965	Aurora kinase A		GO:0004712		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR24350	protein		PMID:19774610	20110912
UniProtKB:O14965	Aurora kinase A		GO:0035174		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:107168|MGI:MGI:894678|PANTHER:PTN000681967	PANTHER:PTHR24350	protein		PMID:21873635	20170228
UniProtKB:Q9BVC4	Target of rapamycin complex subunit LST8		GO:0032148		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR19842	protein		Reactome:R-HSA-198640	20181121
UniProtKB:Q9BVC4	Target of rapamycin complex subunit LST8		GO:0043539	"{""relationship"": {""relation"": [{""id"": ""RO:0002233"", ""label"": ""has input""}], ""id"": ""UniProtKB:P42345"", ""label"": ""UniProtKB:P42345""}}"	WB	NCBITaxon:9606	IDA		PANTHER:PTHR19842	protein		PMID:12718876	20161114
UniProtKB:Q9BVC4	Target of rapamycin complex subunit LST8		GO:0071902		GOC	NCBITaxon:9606	IEA	GO:0043539	PANTHER:PTHR19842	protein		GO_REF:0000108	20190914
UniProtKB:O15350	Tumor protein p73		GO:0000187		Ensembl	NCBITaxon:9606	IEA	UniProtKB:D4AA88|ensembl:ENSRNOP00000052265	PANTHER:PTHR11447	protein		GO_REF:0000107	20190816
UniProtKB:Q9NY74	Ewing's tumor-associated antigen 1		GO:0043539		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR16434	protein		PMID:27723717	20170110
UniProtKB:Q9NY74	Ewing's tumor-associated antigen 1		GO:0043539		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR16434	protein		PMID:27723720	20170110
UniProtKB:Q9NY74	Ewing's tumor-associated antigen 1		GO:0071902		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR16434	protein		PMID:27723717	20170110
UniProtKB:Q9NY74	Ewing's tumor-associated antigen 1		GO:0071902		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR16434	protein		PMID:27723720	20170110
UniProtKB:Q9NY74	Ewing's tumor-associated antigen 1		GO:0043539		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001046485|UniProtKB:Q9NY74	PANTHER:PTHR16434	protein		PMID:21873635	20180920
UniProtKB:Q9NY74	Ewing's tumor-associated antigen 1		GO:0071902		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001046485|UniProtKB:Q9NY74	PANTHER:PTHR16434	protein		PMID:21873635	20180920
UniProtKB:P04085	Platelet-derived growth factor subunit A		GO:0043406		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11633	protein		PMID:11788434	20110405
UniProtKB:P04085	Platelet-derived growth factor subunit A		GO:0043406		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000180420|RGD:3283|UniProtKB:P01127|UniProtKB:P04085	PANTHER:PTHR11633	protein		PMID:21873635	20170228
UniProtKB:Q9P2D0	Inhibitor of Bruton tyrosine kinase		GO:0030292		MGI	NCBITaxon:9606	IDA		PANTHER:PTHR22872	protein		PMID:11577348	20090324
UniProtKB:Q9P2D0	Inhibitor of Bruton tyrosine kinase		GO:0061099		GOC	NCBITaxon:9606	IEA	GO:0030292	PANTHER:PTHR22872	protein		GO_REF:0000108	20190914
